,date,temperature_2m_min,temperature_2m_max,wind_gusts_10m_max,wind_speed_10m_max,wind_direction_10m_dominant,relative_humidity_2m_mean,surface_pressure_mean,temperature_2m_mean,apparent_temperature_mean,precipitation_hours,weather_code,precipitation_sum,rain_tomorrow
181,2024-12-28 23:00:00+00:00,4.426,6.976,24.84,11.457958,245.88928,94.494995,1025.3566,5.5343328,2.937957,0,3,0,0
182,2024-12-29 23:00:00+00:00,5.876,8.626,41.760002,18.671474,230.7106,90.69984,1023.4968,7.1051674,3.9674,0,3,0,0
183,2024-12-30 23:00:00+00:00,7.076,10.976,59.76,27.113163,221.79762,85.991325,1016.4102,9.103085,5.451668,0,3,0,1
184,2024-12-31 23:00:00+00:00,4.826,11.376,69.84,34.119377,232.39847,88.859955,1004.0547,8.688502,4.461746,13,61,9.900001,0
185,2025-01-01 23:00:00+00:00,-0.87399995,4.126,29.88,13.499999,321.94684,86.819214,1013.3934,1.7093333,-1.94742,0,2,0,0
186,2025-01-02 23:00:00+00:00,-1.474,3.626,27,12.964998,271.58478,85.00302,1019.16266,0.26558334,-3.56839,0,3,0,0
187,2025-01-03 23:00:00+00:00,-1.2739999,2.526,35.64,17.441433,143.40196,90.04844,1011.9343,0.47808337,-2.95544,5,73,1.2,1
188,2025-01-04 23:00:00+00:00,0.426,12.176,57.6,27.30844,182.82784,95.37936,985.55743,6.876,3.228982,20,75,22.1,1
189,2025-01-05 23:00:00+00:00,2.226,11.776,77.4,34.57687,229.80861,87.17373,977.62744,7.073918,2.412575,14,55,5.5,0
190,2025-01-06 23:00:00+00:00,0.276,4.676,42.12,18.741621,251.58626,83.68804,994.03107,2.080167,-1.99961,0,3,0,1
191,2025-01-07 23:00:00+00:00,-1.424,2.276,25.56,12.616703,348.50732,91.58198,997.69635,0.5614167,-2.86947,7,73,2.6,0
192,2025-01-08 23:00:00+00:00,-0.87399995,2.976,29.16,13.910169,312.1219,88.26574,1003.1473,0.7718334,-3.22634,3,71,0.3,0
193,2025-01-09 23:00:00+00:00,-2.674,1.926,20.519999,8.490582,320.701,88.41132,1015.56616,-1.0094166,-4.15125,0,3,0,0
194,2025-01-10 23:00:00+00:00,-4.024,3.426,14.4,7.0107627,333.9154,90.489876,1025.3276,-1.3198334,-4.50889,0,3,0,0
195,2025-01-11 23:00:00+00:00,-4.574,1.9760001,11.5199995,6.452441,197.95815,93.52322,1035.3357,-0.9989998,-3.86274,0,3,0,0
196,2025-01-12 23:00:00+00:00,1.126,5.626,26.64,12.257194,198.21187,85.28762,1035.1548,2.9780836,-0.49656,0,3,0,0
197,2025-01-13 23:00:00+00:00,2.326,8.526,24.48,12.221457,237.70776,91.530914,1030.7677,5.0385003,2.219032,0,3,0,0
198,2025-01-14 23:00:00+00:00,7.526,9.776,17.64,9.208192,276.12836,96.65699,1030.0856,8.440584,7.099123,0,3,0,0
199,2025-01-15 23:00:00+00:00,5.626,9.026,27,12.241323,183.17578,93.58337,1030.2731,7.4093337,5.551882,0,3,0,0
200,2025-01-16 23:00:00+00:00,4.026,6.176,20.519999,10.086427,195.36661,87.85363,1031.3282,5.0301666,2.474709,0,3,0,0
201,2025-01-17 23:00:00+00:00,1.826,3.826,21.24,9.3962755,126.54429,90.15582,1026.0125,2.8676665,0.161889,0,3,0,0
202,2025-01-18 23:00:00+00:00,1.426,3.076,23.039999,9.9587345,165.1753,85.98464,1017.4008,2.1905835,-0.9631,1,51,0.1,0
203,2025-01-19 23:00:00+00:00,1.526,5.376,19.8,8.149847,201.63629,89.96646,1014.31134,3.1093333,0.546177,2,51,0.2,0
204,2025-01-20 23:00:00+00:00,-0.67399997,4.626,20.16,8.43699,184.1046,94.266426,1010.07544,2.06975,-0.76153,0,3,0,1
205,2025-01-21 23:00:00+00:00,2.076,4.226,21.599998,10.495713,345.48996,93.69161,1000.66846,3.0822499,0.400591,6,51,1.3000001,0
206,2025-01-22 23:00:00+00:00,1.276,7.876,52.56,27.014996,228.20735,89.35418,998.40106,4.34475,0.436533,5,63,6.5,1
207,2025-01-23 23:00:00+00:00,5.676,10.526,73.439995,37.003025,212.92235,74.959335,992.21014,8.548918,3.943241,8,53,3.3999999,0
208,2025-01-24 23:00:00+00:00,2.526,7.626,27,13.690654,243.60674,83.15259,999.7505,4.9510007,1.990421,3,55,2.4,1
209,2025-01-25 23:00:00+00:00,1.026,8.376,59.399998,29.76484,167.72238,85.374756,992.7805,4.1926665,-0.21624,8,73,9.3,1
210,2025-01-26 23:00:00+00:00,6.526,9.076,69.479996,30.758411,202.34929,81.14024,977.0464,7.2822514,2.28618,11,63,8.8,1
211,2025-01-27 23:00:00+00:00,7.126,9.426,57.239998,26.903828,219.4598,84.10012,978.5358,8.134334,3.846354,13,53,3.5999997,0
212,2025-01-28 23:00:00+00:00,3.826,7.726,45,19.759048,269.10382,86.89691,998.11884,5.703083,2.696807,0,3,0,0
213,2025-01-29 23:00:00+00:00,1.176,7.426,30.960001,14.897651,325.21243,80.20205,1014.50946,4.1218333,0.510446,0,3,0,1
214,2025-01-30 23:00:00+00:00,1.7260001,7.676,29.16,14.36621,181.70343,92.81196,1020.3442,4.7218337,2.105749,10,53,2.6999998,0
215,2025-01-31 23:00:00+00:00,2.026,6.576,28.44,12.585848,146.12625,89.0599,1024.9269,4.5676665,1.646105,1,51,0.1,0
216,2025-02-01 23:00:00+00:00,0.026,6.926,25.199999,11.032987,159.22018,87.93325,1019.1018,2.7405834,-0.4107,0,3,0,0
217,2025-02-02 23:00:00+00:00,-0.074,7.576,23.039999,11.51578,195.42876,93.838036,1020.6175,3.9135005,1.001967,0,3,0,0
218,2025-02-03 23:00:00+00:00,4.976,9.726,56.16,24.94283,208.348,88.45523,1018.6701,7.8780828,4.381861,1,51,0.1,0
219,2025-02-04 23:00:00+00:00,2.476,9.176,28.8,13.672893,263.10013,85.449524,1032.3313,5.5176663,2.714715,0,3,0,0
220,2025-02-05 23:00:00+00:00,0.276,7.326,41.760002,18.582766,39.222324,85.106255,1037.9637,3.5072498,-0.32691,1,51,0.1,1
221,2025-02-06 23:00:00+00:00,2.076,3.776,57.6,24.552025,59.902374,87.10616,1022.6279,3.2093332,-1.61041,13,53,4.9,1
222,2025-02-07 23:00:00+00:00,3.026,6.276,33.12,16.454008,81.36524,92.09744,1014.1163,4.717667,1.59904,11,53,2.3000002,1
223,2025-02-08 23:00:00+00:00,0.82600003,6.376,35.64,16.363178,53.287975,91.12134,1023.3549,3.2739162,-0.05712,12,51,1.4000001,1
224,2025-02-09 23:00:00+00:00,2.226,4.276,41.760002,18.968449,37.674713,91.38207,1020.5013,3.3343327,-0.91981,18,53,4.5000005,0
225,2025-02-10 23:00:00+00:00,2.526,4.776,29.88,14.000713,345.08514,89.365166,1014.41327,3.5280828,0.477856,0,3,0,0
226,2025-02-11 23:00:00+00:00,2.926,5.926,25.919998,10.9859,8.960339,86.460594,1015.2578,4.2155833,1.301301,2,51,0.2,0
227,2025-02-12 23:00:00+00:00,1.9760001,4.476,29.16,12.37819,38.61893,81.552864,1019.16327,3.205166,-0.2298,0,3,0,0
228,2025-02-13 23:00:00+00:00,0.57600003,4.526,38.16,16.560978,114.713165,76.68069,1021.0599,2.1655834,-1.79413,0,3,0,1
229,2025-02-14 23:00:00+00:00,0.57600003,4.726,25.199999,13.229693,127.27434,87.64249,1016.74023,2.4114168,-1.15749,7,71,1.8000001,0
230,2025-02-15 23:00:00+00:00,1.9760001,4.176,43.56,19.917469,93.72035,79.19625,1016.48706,2.6655834,-1.32989,0,3,0,0
231,2025-02-16 23:00:00+00:00,-0.424,4.876,33.839996,13.5515,99.35428,77.31349,1018.3577,1.5739169,-2.49563,0,3,0,0
232,2025-02-17 23:00:00+00:00,0.026,5.726,37.44,16.120808,102.08255,77.72349,1016.9726,2.1634996,-1.97562,0,3,0,0
233,2025-02-18 23:00:00+00:00,0.726,7.576,29.88,13.854155,131.31665,80.55829,1012.3372,3.9926665,0.393753,0,3,0,1
234,2025-02-19 23:00:00+00:00,7.026,12.626,53.639996,25.200642,200.27069,92.4797,1010.21405,10.751,7.852428,6,61,3.4999998,1
235,2025-02-20 23:00:00+00:00,11.026,15.276,58.32,24.366575,184.99643,87.7524,1006.5227,12.605166,9.913939,9,53,4.2,1
236,2025-02-21 23:00:00+00:00,7.476,13.026,32.039997,14.193772,227.82983,87.716736,1008.385,10.228084,8.193536,11,55,5.7999997,1
237,2025-02-22 23:00:00+00:00,6.176,10.676,59.399998,28.241077,195.45349,87.715065,1016.11835,8.730166,5.092711,6,51,1.3000001,1
238,2025-02-23 23:00:00+00:00,7.376,11.976,54,26.777079,215.09859,87.56045,1007.33746,10.111419,6.980349,17,63,17.2,0
239,2025-02-24 23:00:00+00:00,5.076,10.476,30.599998,12.10157,264.2732,81.40919,1009.2459,7.8364167,5.177345,2,51,0.5,1
240,2025-02-25 23:00:00+00:00,2.776,7.626,49.68,24.555325,229.87964,89.14997,1009.28595,4.9739165,1.530789,7,63,8.099999,0
241,2025-02-26 23:00:00+00:00,2.776,8.826,44.639996,20.096418,309.37988,77.63149,1014.48663,5.0739164,1.178802,1,51,0.1,0
242,2025-02-27 23:00:00+00:00,0.276,8.976,20.16,8.777653,359.02487,79.44123,1024.5636,4.1885,1.204057,0,3,0,0
243,2025-02-28 23:00:00+00:00,-1.574,8.876,19.8,7.4128532,51.07912,85.56083,1029.8412,3.3843334,0.723857,0,3,0,0
244,2025-03-01 23:00:00+00:00,-1.124,8.426,18.359999,5.2939587,120.80138,87.50784,1030.4491,2.9759998,0.664112,0,3,0,0
245,2025-03-02 23:00:00+00:00,-1.924,10.326,14.04,6.12,180.79573,83.70769,1025.8116,3.6134999,1.234261,0,3,0,0
246,2025-03-03 23:00:00+00:00,0.22600001,10.626,20.16,9.567131,221.68599,78.18424,1022.29205,5.15725,2.653909,0,2,0,0
247,2025-03-04 23:00:00+00:00,0.82600003,12.476,23.039999,9.037721,213.09875,78.680046,1018.1739,6.1218343,3.314921,0,0,0,0
248,2025-03-05 23:00:00+00:00,3.126,15.726,33.48,15.009236,168.8879,71.93593,1010.61896,8.715585,5.974707,0,3,0,0
249,2025-03-06 23:00:00+00:00,8.576,15.876,34.2,14.668619,160.73276,77.23842,1007.9522,11.601002,9.392014,0,3,0,0
250,2025-03-07 23:00:00+00:00,6.376,15.576,31.68,13.684735,104.74162,73.64562,1004.73126,10.421834,7.763384,0,3,0,0
251,2025-03-08 23:00:00+00:00,7.426,15.376,30.960001,12.964998,82.185616,71.967186,999.5534,10.463501,7.796944,0,3,0,0
252,2025-03-09 23:00:00+00:00,6.076,13.526,34.2,16.459913,20.034916,82.11597,999.3859,8.644751,6.12062,1,53,0.9,0
253,2025-03-10 23:00:00+00:00,3.876,8.076,43.56,18.751991,12.387303,75.434326,1003.36914,6.0760007,2.170229,0,3,0,0
254,2025-03-11 23:00:00+00:00,1.376,7.376,31.319998,13.121493,321.19962,79.42307,999.27045,4.209333,0.861651,3,71,0.9,1
255,2025-03-12 23:00:00+00:00,1.176,6.826,41.039997,17.83454,355.05276,83.7114,999.4751,3.4759998,-0.35358,8,71,1.2,0
256,2025-03-13 23:00:00+00:00,-0.324,7.776,31.68,11.983188,15.500859,83.81878,1006.7727,3.1551666,0.013417,5,51,0.70000005,0
257,2025-03-14 23:00:00+00:00,0.326,7.676,47.519997,19.692526,32.620316,72.91145,1017.48175,3.421833,-0.94316,1,51,0.1,0
258,2025-03-15 23:00:00+00:00,-0.974,7.626,44.28,19.26084,29.009989,77.437004,1021.0589,3.4759998,-0.49378,2,51,0.2,0
259,2025-03-16 23:00:00+00:00,3.576,8.026,42.48,18.0036,61.002087,79.405876,1024.0385,5.6197505,1.824981,0,3,0,0
260,2025-03-17 23:00:00+00:00,2.526,9.576,42.12,18.0036,88.58057,70.743225,1020.60834,5.446833,1.403167,0,0,0,0
261,2025-03-18 23:00:00+00:00,1.326,15.726,20.16,9.621163,124.57155,76.35533,1017.0808,7.9655833,5.702103,0,3,0,0
262,2025-03-19 23:00:00+00:00,5.426,17.925999,23.4,11.631956,108.47588,78.98246,1015.5472,11.146832,9.476227,0,3,0,0
263,2025-03-20 23:00:00+00:00,8.226,15.026,38.519997,16.997375,109.01055,77.83734,1004.32367,11.778084,9.399018,2,51,0.3,1
264,2025-03-21 23:00:00+00:00,9.326,14.776,28.8,13.287122,122.95089,90.99151,996.27936,11.903083,10.76714,12,55,3.5,1
265,2025-03-22 23:00:00+00:00,7.476,14.676,36.719997,18.584509,10.605621,91.522026,998.831,10.151,8.432292,9,63,7.6999993,0
266,2025-03-23 23:00:00+00:00,6.426,12.626,33.839996,14.588885,2.0710275,80.42135,1012.7902,8.717667,6.111124,0,3,0,0
267,2025-03-24 23:00:00+00:00,4.776,14.226,31.319998,12.931218,291.50888,85.38732,1017.7635,9.74475,7.954061,3,51,0.4,0
268,2025-03-25 23:00:00+00:00,8.726,15.126,20.880001,9.178235,157.24893,82.78512,1020.7224,11.1385,9.94979,1,51,0.1,0
269,2025-03-26 23:00:00+00:00,5.526,14.226,32.399998,12.55879,230.46506,85.08819,1016.59906,9.563499,7.541067,0,3,0,0
270,2025-03-27 23:00:00+00:00,6.076,13.476,41.399998,17.873556,258.50278,77.53338,1008.5317,9.496835,6.426212,4,53,0.8000001,0
271,2025-03-28 23:00:00+00:00,3.326,12.726,38.519997,18.440998,258.55222,68.9864,1016.2954,8.111417,4.703826,0,3,0,0
272,2025-03-29 23:00:00+00:00,8.176,14.976,52.92,24.15289,295.01685,72.01229,1016.25226,11.348916,8.091966,0,3,0,0
273,2025-03-30 23:00:00+00:00,4.426,14.976,23.039999,10.587917,50.37814,75.224525,1024.3573,9.200999,6.944521,0,3,0,0
274,2025-03-31 23:00:00+00:00,4.626,12.476,45.719997,20.441692,80.00038,76.302574,1022.2464,8.144752,4.597116,0,1,0,0
275,2025-04-01 23:00:00+00:00,6.376,14.626,54,24.152887,66.45403,69.74259,1018.2456,10.055167,6.259312,0,1,0,0
276,2025-04-02 23:00:00+00:00,8.276,16.425999,40.32,17.163355,77.998436,71.83024,1015.8125,11.9385,9.11571,0,3,0,0
277,2025-04-03 23:00:00+00:00,9.026,19.276,36.36,15.882896,63.24773,69.42441,1015.3421,13.294749,10.94915,0,3,0,0
278,2025-04-04 23:00:00+00:00,5.476,16.075998,44.28,19.08,45.62642,67.127754,1016.37885,9.828083,6.285269,0,0,0,0
279,2025-04-05 23:00:00+00:00,5.276,13.476,40.32,16.766108,61.22665,66.41512,1019.57886,8.459333,4.748434,0,1,0,0
280,2025-04-06 23:00:00+00:00,3.426,13.276,32.039997,12.487641,64.01867,68.24514,1022.2554,7.9197507,4.752269,0,0,0,0
281,2025-04-07 23:00:00+00:00,3.026,14.676,27,10.209348,61.42104,68.7297,1023.25,8.4135,5.643151,0,3,0,0
282,2025-04-08 23:00:00+00:00,2.626,12.726,39.96,16.478603,37.56394,71.40534,1024.859,7.76975,4.505082,0,3,0,0
283,2025-04-09 23:00:00+00:00,4.426,14.226,25.56,9.585739,28.007507,74.427,1026.6536,9.303083,7.3666,0,3,0,0
284,2025-04-10 23:00:00+00:00,5.726,20.675999,22.68,11.307095,41.009007,62.755566,1018.081,12.798917,10.94025,0,1,0,0
285,2025-04-11 23:00:00+00:00,6.776,21.325998,33.48,13.130133,115.189415,57.983963,1003.2737,14.194749,11.85484,0,3,0,0
286,2025-04-12 23:00:00+00:00,10.126,17.175999,42.48,17.673029,254.13745,57.1044,998.7254,13.494751,10.50638,2,51,0.3,0
287,2025-04-13 23:00:00+00:00,6.026,14.976,44.639996,18.543495,179.45648,66.0016,1001.00977,11.046833,8.148782,0,3,0,1
288,2025-04-14 23:00:00+00:00,9.526,16.276,43.199997,20.228188,112.540306,84.82037,992.41064,11.817666,10.37177,17,61,14.700001,0
289,2025-04-15 23:00:00+00:00,8.226,14.326,59.76,27.144215,201.60916,62.86539,999.4598,10.571834,6.184004,1,51,0.1,0
290,2025-04-16 23:00:00+00:00,4.726,15.976,28.44,13.169556,149.03635,68.34103,1008.292,10.455167,8.431672,3,51,0.4,0
291,2025-04-17 23:00:00+00:00,7.276,16.575998,50.399998,22.309835,130.81615,66.56274,1007.00006,11.784333,8.723918,1,51,0.1,0
292,2025-04-18 23:00:00+00:00,6.776,14.776,49.68,21.262869,80.40692,67.504555,1004.25244,11.428082,7.984568,2,55,1.1,0
293,2025-04-19 23:00:00+00:00,4.676,14.426,33.839996,14.028457,64.24319,74.24673,1003.5413,9.348917,6.411648,0,3,0,0
294,2025-04-20 23:00:00+00:00,8.776,15.876,27.72,11.9466305,252.81413,81.43923,1005.4165,11.286416,9.985849,5,53,1.9000001,0
295,2025-04-21 23:00:00+00:00,6.476,16.526,36,15.589497,229.96399,67.63417,1011.77155,11.455169,8.871738,0,3,0,1
296,2025-04-22 23:00:00+00:00,7.576,11.526,44.639996,21.869074,99.05158,81.77417,1009.2785,9.471835,6.459033,9,63,11.700001,0
297,2025-04-23 23:00:00+00:00,7.176,13.476,29.88,11.874544,15.5928755,77.565674,1017.6645,10.309333,8.045262,0,3,0,0
298,2025-04-24 23:00:00+00:00,4.526,14.576,30.960001,13.009903,91.58938,78.175896,1018.82446,9.642667,7.551785,0,3,0,0
299,2025-04-25 23:00:00+00:00,7.276,16.075998,29.88,11.521406,87.95464,78.42777,1018.79834,11.536418,9.752406,0,3,0,0
300,2025-04-26 23:00:00+00:00,6.426,19.626,20.880001,10.564941,117.79798,70.70541,1021.61066,13.49475,12.60135,0,3,0,0
301,2025-04-27 23:00:00+00:00,8.426,21.425999,26.28,11.726277,116.078316,62.396122,1022.73773,15.380168,14.30023,0,3,0,0
302,2025-04-28 23:00:00+00:00,8.976,21.476,36.719997,14.081478,88.6731,56.028225,1022.155,15.276001,13.1804,0,2,0,0
303,2025-04-29 23:00:00+00:00,8.276,24.325998,30.960001,12.81165,81.76981,61.268448,1018.76587,16.298918,14.96549,0,1,0,0
304,2025-04-30 23:00:00+00:00,10.126,28.175999,29.16,12.245293,138.30481,50.390568,1013.2054,19.667667,18.27772,0,3,0,0
305,2025-05-01 23:00:00+00:00,14.326,23.626,32.760002,11.989945,26.095356,60.15135,1011.30566,18.700998,17.93469,1,51,0.1,0
306,2025-05-02 23:00:00+00:00,9.626,20.126,50.039997,21.2522,12.143015,64.414185,1010.2116,13.78225,11.47542,0,3,0,0
307,2025-05-03 23:00:00+00:00,6.576,12.876,49.68,21.1896,12.599244,64.04366,1014.3845,9.621834,5.733807,3,51,0.3,0
308,2025-05-04 23:00:00+00:00,4.776,13.426,63.72,27.669107,27.89455,62.14156,1017.3738,9.184334,4.64333,3,51,0.5,0
309,2025-05-05 23:00:00+00:00,5.726,13.326,39.96,17.081041,27.842955,65.70904,1020.7703,9.611418,6.158803,0,3,0,0
310,2025-05-06 23:00:00+00:00,5.176,15.626,43.199997,17.750774,28.222237,67.25756,1019.6738,10.405168,7.133252,0,3,0,0
311,2025-05-07 23:00:00+00:00,7.826,15.826,42.48,18.533009,30.479776,64.6498,1016.9607,11.28225,8.156093,0,3,0,0
312,2025-05-08 23:00:00+00:00,5.326,17.626,43.56,17.46371,61.383415,58.131,1016.6853,12.086415,8.922007,0,0,0,0
313,2025-05-09 23:00:00+00:00,8.476,20.825998,46.079998,19.18246,82.797585,54.064625,1014.1905,14.923917,12.07117,0,1,0,0
314,2025-05-10 23:00:00+00:00,10.326,22.526,44.28,18.11215,87.05115,57.282505,1007.3774,16.773916,14.66528,0,3,0,0
315,2025-05-11 23:00:00+00:00,12.276,24.026,47.88,17.47484,120.49121,69.42806,1007.19086,17.642668,17.46271,4,63,4.2,0
316,2025-05-12 23:00:00+00:00,11.276,22.925999,43.56,17.69593,67.041916,59.386738,1013.4703,16.798918,15.1682,0,1,0,0
317,2025-05-13 23:00:00+00:00,8.126,21.776,43.92,19.121557,28.119919,57.01298,1017.1948,14.907249,12.41598,0,3,0,0
318,2025-05-14 23:00:00+00:00,7.926,14.626,49.68,21.697279,16.288517,69.559525,1020.4736,11.715584,8.411237,0,3,0,0
319,2025-05-15 23:00:00+00:00,6.776,17.776,40.68,17.423777,12.860977,68.35164,1021.66486,12.338501,9.852432,0,3,0,0
320,2025-05-16 23:00:00+00:00,8.326,18.476,37.079998,15.617529,15.443349,63.799786,1018.9016,13.509332,11.10627,0,3,0,0
321,2025-05-17 23:00:00+00:00,8.526,17.276,33.839996,13.920647,27.239508,68.871284,1016.4039,12.667667,10.3913,0,3,0,0
322,2025-05-18 23:00:00+00:00,9.576,18.976,37.079998,14.417988,72.4722,64.779465,1016.65454,13.946834,11.70505,0,3,0,0
323,2025-05-19 23:00:00+00:00,7.826,20.925999,27.359999,11.435313,35.530552,53.972973,1016.5157,15.019749,12.75736,0,3,0,0
324,2025-05-20 23:00:00+00:00,10.926,18.575998,36.36,15.299999,4.307545,57.473816,1013.15045,14.6885,12.73918,4,51,0.4,0
325,2025-05-21 23:00:00+00:00,6.626,14.126,33.48,13.229693,9.44255,69.764366,1015.17584,10.959332,8.735961,1,51,0.1,0
326,2025-05-22 23:00:00+00:00,5.226,18.925999,37.8,17.134071,252.74837,59.319336,1015.17334,12.573916,9.991429,0,3,0,1
327,2025-05-23 23:00:00+00:00,11.976,21.325998,50.039997,21.881662,239.40623,77.89257,1007.9304,16.196835,14.48812,9,61,4.2,1
328,2025-05-24 23:00:00+00:00,12.776,19.026,52.56,23.265303,253.36086,65.29383,1005.0289,16.146833,13.19587,8,51,0.9000001,0
329,2025-05-25 23:00:00+00:00,10.526,17.526,56.88,24.214516,238.64264,65.24471,1010.65356,14.190585,10.82973,5,53,1.5,1
330,2025-05-26 23:00:00+00:00,12.776,17.075998,62.279995,29.064842,232.17278,80.222946,1006.9832,15.234334,12.63732,16,61,6.5,1
331,2025-05-27 23:00:00+00:00,13.576,19.226,49.68,22.027763,268.7093,69.41962,1011.1634,16.498919,14.34658,6,51,0.6,0
332,2025-05-28 23:00:00+00:00,13.426,24.376,59.399998,26.892385,234.99745,70.623436,1014.55707,18.248917,16.52115,3,53,0.8,0
333,2025-05-29 23:00:00+00:00,14.526,24.825998,41.399998,17.01738,240.95801,66.439865,1014.6668,19.292665,18.08997,1,51,0.1,0
334,2025-05-30 23:00:00+00:00,16.276,27.925999,43.199997,18.978693,234.07695,56.6402,1012.09515,21.209332,20.42985,0,3,0,0
335,2025-05-31 23:00:00+00:00,13.876,21.526,55.44,23.431133,252.67648,54.06164,1009.5381,17.50725,14.70845,0,3,0,0
336,2025-06-01 23:00:00+00:00,11.826,22.026,41.760002,16.663372,261.6521,49.871124,1011.7409,16.571833,13.88844,0,3,0,1
337,2025-06-02 23:00:00+00:00,11.626,17.376,65.88,29.975807,211.56174,72.96368,1003.0251,14.41975,11.43969,12,61,3.1999996,0
338,2025-06-03 23:00:00+00:00,10.276,18.026,48.6,21.183483,238.22833,65.92158,1001.8732,14.250999,11.52667,3,51,0.5,1
339,2025-06-04 23:00:00+00:00,12.276,16.626,48.6,22.416323,213.42572,81.98609,999.37744,13.828084,11.69654,18,61,7.7999988,0
340,2025-06-05 23:00:00+00:00,10.726,18.575998,51.12,21.833488,245.73004,67.45083,1002.1413,14.713502,12.09627,4,51,0.8,1
341,2025-06-06 23:00:00+00:00,11.076,17.026,44.639996,18.504139,241.12029,82.17859,1001.9539,13.207249,11.506,19,61,9.599998,0
342,2025-06-07 23:00:00+00:00,8.626,17.075998,48.96,21.392754,278.98526,65.99221,1012.0395,13.030167,9.796539,0,3,0,0
343,2025-06-08 23:00:00+00:00,10.476,19.675999,37.079998,15.629971,236.13945,68.72905,1016.597,15.138499,13.13453,2,51,0.2,0
344,2025-06-09 23:00:00+00:00,12.976,21.776,48.239998,21.780743,264.40732,69.4091,1012.71124,17.103085,15.45227,2,51,0.2,0
345,2025-06-10 23:00:00+00:00,12.326,22.325998,41.039997,18.044046,113.29501,72.07064,1015.7129,16.60725,15.12605,2,51,0.2,0
346,2025-06-11 23:00:00+00:00,13.826,25.226,41.039997,16.68669,128.42638,68.21257,1009.6004,19.367666,18.50565,1,51,0.2,0
347,2025-06-12 23:00:00+00:00,16.126,29.175999,40.68,16.59225,159.43732,60.30576,1013.45123,22.38642,22.22304,1,51,0.3,0
348,2025-06-13 23:00:00+00:00,16.325998,24.075998,53.639996,22.557526,217.55232,64.87495,1011.2534,20.028082,19.00207,2,61,2.5,0
349,2025-06-14 23:00:00+00:00,12.926,23.075998,39.239998,16.743872,262.16455,63.312046,1017.5877,18.023916,16.38492,2,51,0.2,0
350,2025-06-15 23:00:00+00:00,13.726,26.175999,28.08,10.272623,285.052,59.761997,1022.9631,20.200998,19.92108,0,3,0,0
351,2025-06-16 23:00:00+00:00,15.026,26.976,33.12,13.708391,259.74188,53.559113,1021.13116,21.296835,20.43487,0,3,0,0
352,2025-06-17 23:00:00+00:00,15.326,27.575998,25.919998,10.813492,311.72318,53.58847,1020.461,22.0635,21.9014,0,3,0,0
353,2025-06-18 23:00:00+00:00,17.226,29.825998,32.760002,14.081478,65.36865,51.368572,1020.605,23.8135,24.10126,0,3,0,0
354,2025-06-19 23:00:00+00:00,16.175999,27.276,40.32,16.276815,100.68057,61.133007,1019.76215,21.623917,21.06392,0,3,0,0
355,2025-06-20 23:00:00+00:00,16.376,32.026,36.36,15.021105,136.0006,48.732727,1013.8198,24.555168,23.80552,0,3,0,0
356,2025-06-21 23:00:00+00:00,17.575998,26.175999,57.96,25.563803,236.39503,55.072063,1008.6421,22.107248,20.35432,0,3,0,0
357,2025-06-22 23:00:00+00:00,15.526,22.476,54.719997,23.602661,264.08572,52.6342,1008.5505,18.728083,15.40877,4,51,0.8,0
358,2025-06-23 23:00:00+00:00,13.876,25.526,59.76,25.035534,243.88013,64.30105,1008.2693,19.448917,17.59946,1,53,0.6,0
359,2025-06-24 23:00:00+00:00,16.376,27.376,32.399998,14.539945,240.17,61.677937,1007.4968,21.855165,21.57426,0,3,0,0
360,2025-06-25 23:00:00+00:00,17.175999,24.526,61.199997,26.376602,248.83942,60.516815,1007.6569,20.438498,18.68069,5,61,2.3,0
361,2025-06-26 23:00:00+00:00,13.176,27.776,52.199997,22.911673,231.7968,63.964397,1015.77246,20.0385,18.9134,3,55,2.3,0
362,2025-06-27 23:00:00+00:00,18.276,29.876,45,18.921415,241.58313,67.41756,1018.6788,23.467667,23.46561,2,51,0.3,0
363,2025-06-28 23:00:00+00:00,17.675999,29.675999,36.36,16.165964,272.95718,60.5563,1020.24146,23.626,24.22853,0,3,0,0
364,2025-06-29 23:00:00+00:00,17.776,32.476,36.719997,13.447095,154.82167,54.46107,1014.4692,25.621834,26.06655,0,2,0,0
365,2025-06-30 23:00:00+00:00,21.575998,34.026,34.56,14.897651,342.75192,51.34334,1009.5197,27.315584,28.46876,0,3,0,0
